is_dad_joke,dad_joke
1,I’ve deleted the phone numbers of all the Germans I know from my mobile phone. Now it’s Hans free.
1,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
1,Did you hear about the guy whose whole left side was cut off? He's all right now.
1,"I was at the library and asked if they have any books on ""paranoia"", the librarian replied, ""yes, they are right behind you"""
1,What do I look like? A JOKE MACHINE!?
1,What do you call a cow with two legs? Lean beef.
1,Just read a few facts about frogs. They were ribbiting.
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,Did you hear about the bread factory burning down? They say the business is toast.
1,They tried to make a diamond shaped like a duck. It quacked under the pressure.
1,I have the heart of a lion... and a lifetime ban from the San Diego Zoo.
1,"I've just written a song about a tortilla. Well, it is more of a rap really."
1,"A man walked in to a bar with some asphalt on his arm. He said “Two beers please, one for me and one for the road.”"
1,What did the dog say to the two trees? Bark bark.
1,Milk is also the fastest liquid on earth – its pasteurized before you even see it
1,It doesn't matter how much you push the envelope. It will still be stationary.
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,When does a joke become a dad joke? When it becomes apparent.
1,Did you hear about the bread factory burning down? They say the business is toast.
1,"I hate perforated lines, they're tearable."
1,"You can't run through a camp site. You can only ran, because it's past tents."
1,"I have kleptomania, but when it gets bad, I take something for it."
1,A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”
1,Where do bees go to the bathroom?  The BP station.
1,"Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady."
1,"I just read a book about Stockholm syndrome. It was pretty bad at first, but by the end I liked it."
1,Why does Superman get invited to dinners? Because he is a Supperhero.
1,"Can February march? No, but April may."
1,The rotation of earth really makes my day.
1,What do you call a bee that lives in America? A USB.
1,Why is no one friends with Dracula? Because he's a pain in the neck.
1,"I've just written a song about a tortilla. Well, it is more of a rap really."
1,Do you know where you can get chicken broth in bulk? The stock market.
1,"What did the traffic light say to the car as it passed? ""Don't look I'm changing!"""
1,"Do you want a brief explanation of what an acorn is? In a nutshell, it's an oak tree."
1,Why does Superman get invited to dinners? Because he is a Supperhero.
1,Just read a few facts about frogs. They were ribbiting.
1,Where does Fonzie like to go for lunch? Chick-Fil-Eyyyyyyyy.
1,"I really want to buy one of those supermarket checkout dividers, but the cashier keeps putting it back."
1,What do you call an Argentinian with a rubber toe? Roberto
1,Bad at golf? Join the club.
1,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
1,Why can't a bicycle stand on its own? It's two-tired.
1,What do you call two barracuda fish?  A Pairacuda!
1,Why is the ocean always blue? Because the shore never waves back.
1,My New Years resolution is to stop leaving things so late.
1,What was a more important invention than the first telephone? The second one.
1,"My wife is on a tropical fruit diet, the house is full of stuff. It is enough to make a mango crazy."
1,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't"""
1,Why did the burglar hang his mugshot on the wall? To prove that he was framed!
1,Why did the belt go to prison? He held up a pair of pants!
1,Yesterday a clown held a door open for me. I thought it was a nice jester.
1,Why didn’t the skeleton cross the road? Because he had no guts.
1,Why did the burglar hang his mugshot on the wall? To prove that he was framed!
1,"I knew I shouldn't steal a mixer from work, but it was a whisk I was willing to take."
1,What's orange and sounds like a parrot? A Carrot.
1,Why did the coffee file a police report? It got mugged.
1,I wouldn't buy anything with velcro. It's a total rip-off.
1,When Dad drops a pea off of his plate ‘oh dear I’ve pee’d on the table!
1,Why do bees hum? Because they don't know the words.
1,"I gave all my dead batteries away today, free of charge."
1,"Egyptians claimed to invent the guitar, but they were such lyres.﻿"
1,Did you hear about the cow who jumped over the barbed wire fence? It was udder destruction.
1,What do you call a group of killer whales playing instruments? An Orca-stra.
1,"Why can't you use ""Beef stew"" as a password? Because it's not stroganoff."
1,"I've just written a song about a tortilla. Well, it is more of a rap really."
1,"I broke my finger at work today, on the other hand I'm completely fine."
1,Is the pool safe for diving? It deep ends.
1,"Me: If humans lose the ability to hear high frequency volumes as they get older, can my 4 week old son hear a dog whistle?

Doctor: No, humans can never hear that high of a frequency no matter what age they are.

Me: Trick question... dogs can't whistle."
1,I'll tell you what often gets over looked... garden fences.
1,Recent survey revealed 6 out of 7 dwarf's aren't happy.
1,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there."
1,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!"
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
1,I don't trust stairs. They're always up to something.
1,"How many seconds are in a year?
12.
January 2nd, February 2nd, March 2nd, April 2nd.... etc"
1,Why does Waldo only wear stripes? Because he doesn't want to be spotted.
1,Why do scuba divers fall backwards into the water? Because if they fell forwards they’d still be in the boat.
1,What do you call a dictionary on drugs? High definition.
1,Why is the ocean always blue? Because the shore never waves back.
1,Why did the coffee file a police report? It got mugged.
1,What do you do on a remote island? Try and find the TV island it belongs to.
1,Do I enjoy making courthouse puns? Guilty
1,Why do you never see elephants hiding in trees? Because they're so good at it.
1,What does a female snake use for support? A co-Bra!
1,How do you make holy water? You boil the hell out of it.
1,My dog used to chase people on a bike a lot. It got so bad I had to take his bike away.
1,"What's the difference between a hippo and a zippo? One is really heavy, the other is a little lighter."
1,What do you call an Argentinian with a rubber toe? Roberto
1,A cannibal is someone who is fed up with people.
1,Did you hear about the cheese factory that exploded in France? There was nothing left but de Brie.
1,How many optometrists does it take to change a light bulb? 1 or 2? 1... or 2?
1,A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”
1,Why did the half blind man fall in the well? Because he couldn't see that well!
1,Do you know where you can get chicken broth in bulk? The stock market.
1,Without geometry life is pointless.
1,Why do scuba divers fall backwards into the water? Because if they fell forwards they’d still be in the boat.
1,What do you call a fake noodle? An impasta.
1,"“Hold on, I have something in my shoe”  “I’m pretty sure it’s a foot”"
1,What's the worst thing about ancient history class? The teachers tend to Babylon.
1,Did you hear about the guy who invented Lifesavers? They say he made a mint.
1,What did one nut say as he chased another nut?  I'm a cashew!
1,I made a belt out of watches once... It was a waist of time.
